Date,Pressure 300 UTC,Pressure 1200 UTC ,Humidity 300UTC,Humidity 1200UTC,Max Temp,Min Temp,Precipitation,Wind Direction 300 UTC Degree,WD 1200 UTC,Wind Speed 300 UTC,Wind Speed 1200utc,heat event
18/04/2021,989,985.6,58,34,30.6,18,0.2,N,C,4,0,0
19/04/2021,985.3,981.5,50,19,33,20.8,0,C,W,0,2,0
20/04/2021,981.5,982.2,45,70,35.2,20.8,0,C,S,0,4,1
21/04/2021,985.5,983.9,77,44,32.6,18.2,0.6,C,NW,0,6,0
22/04/2021,984.6,984.1,64,47,27.5,18,0,E,N,2,4,0
23/04/2021,986.2,985.3,89,41,28.6,13.6,15.7,E,N,4,2,0
24/04/2021,988,985,52,27,27.6,14.8,0,W,W,2,4,0
25/04/2021,986.7,983.5,50,22,32.5,20.1,0,W,W,2,2,0
26/04/2021,984.5,981.1,52,19,36,21.3,0,C,W,0,6,1
27/04/2021,983,980.8,47,19,38,23.2,0,C,C,0,0,1
28/04/2021,984.3,980.7,46,17,39.8,26.3,0,C,C,0,0,1
29/04/2021,983.4,980.5,32,18,40.2,25.8,0,C,SW,0,2,1
30/04/2021,982.8,980.1,44,22,41,25,0,C,SW,0,4,1
01/05/2021,983.5,979.4,36,24,39.4,26.7,0,C,W,0,2,1
02/05/2021,983.3,979.2,38,23,38.7,24.7,0,N,C,2,0,1
03/05/2021,982.2,978,43,26,40,25.8,0,W,SW,4,6,1
04/05/2021,980.3,978.7,52,37,37.7,26,0,C,E,0,8,1
05/05/2021,983.9,980.1,55,31,38.2,23.8,0,N,C,4,0,1
06/05/2021,982.6,982.9,51,32,36.2,25.8,0,N,W,6,6,1
07/05/2021,986,982.9,52,30,35,24.7,0,C,W,0,6,1
08/05/2021,984.9,981.3,55,27,36,22.5,0,N,W,4,4,1
09/05/2021,982.9,978.5,44,28,37.6,25.2,0,E,C,2,0,1
10/05/2021,980.2,975.8,63,31,38.7,23.2,10.2,N,C,4,0,1
11/05/2021,980.5,977.8,55,34,37,24.2,0,E,N,4,4,1
12/05/2021,978.2,973.8,51,39,34.8,24.7,0,C,C,0,0,1
13/05/2021,982.5,979.3,78,51,35.4,20.5,12,C,C,0,0,1
14/05/2021,981.5,977.4,61,35,28.8,20.6,2,C,C,0,0,0
15/05/2021,982.5,979.3,54,24,33.4,22.6,1,C,W,0,6,1
16/05/2021,983.4,980,40,21,37.5,24.7,0,C,W,0,4,1
17/05/2021,983.8,979.7,38,19,38.2,25.2,0,W,W,4,4,1
18/05/2021,980.8,977.8,40,24,39.4,27.4,0,C,S,0,6,1
19/05/2021,980.7,976.6,55,44,40.2,26.3,0,C,S,0,6,1
20/05/2021,978.3,974.8,72,35,33.7,23,5.2,N,S,4,4,1
21/05/2021,980,978.8,54,29,35.7,23.4,0,C,E,0,2,1
22/05/2021,981.9,976.2,55,30,36,26,0,C,C,0,0,1
23/05/2021,982.6,980.8,55,35,38,24.5,0,C,E,0,2,1
24/05/2021,983.7,979.7,44,19,32.3,23,0,W,W,2,6,0
25/05/2021,980.2,975.8,36,17,37.5,24,0,C,W,0,6,1
26/05/2021,977.1,972.9,35,11,39.5,26,0,C,W,0,6,1
27/05/2021,976,973.5,26,18,41.3,27,0,C,W,0,4,1
28/05/2021,976.5,974.1,45,24,43.2,29.5,0,E,C,4,0,1
29/05/2021,977.5,974.7,47,20,42.3,30.4,0,E,SW,2,4,1
30/05/2021,980,975.4,52,36,42.2,26,0,NE,C,4,0,1
31/05/2021,976,972.3,44,25,38.6,28.5,0,SE,C,2,0,1
01/06/2021,981.4,978.1,79,44,41,23.2,6.2,C,C,0,0,1
02/06/2021,980.5,976.9,64,40,32.5,23.7,0,C,C,0,0,0
03/06/2021,982.6,982,60,58,36.3,25,0,NE,C,4,0,1
04/06/2021,982.6,978.5,63,34,30.5,25,0,C,N,0,4,0
05/06/2021,980.8,978.1,47,31,36.7,25.2,0,C,N,0,2,1
06/06/2021,980.8,977.1,55,30,38,28.4,0,C,W,0,2,1
07/06/2021,977.9,973.7,51,28,40,31.2,0,C,SW,0,4,1
08/06/2021,974.5,971.5,46,24,41.7,32,0,SW,SW,6,4,1
09/06/2021,972.2,969.7,47,34,43.2,32.5,0,SW,S,2,4,1
10/06/2021,972.3,969.8,52,32,42.8,31.6,0,SE,SW,4,6,1
11/06/2021,972.7,969.1,52,37,42.7,28.7,0,E,S,4,4,1
12/06/2021,974.2,970.4,56,42,41.5,28.4,0,SE,C,2,0,1
13/06/2021,980.2,973.8,79,49,40.3,21.6,9,N,C,4,0,1
14/06/2021,974.4,971.1,65,40,32.5,22.7,0,C,SE,0,2,0
15/06/2021,971,969.6,59,55,36,27.8,0,C,SE,0,4,1
16/06/2021,974,973.1,66,46,35.5,25.4,0,N,SE,4,4,1
17/06/2021,976.5,974,55,37,34.5,24.7,0,C,C,0,0,1
18/06/2021,976.1,972.8,51,23,36,27.4,0,C,W,0,4,1
19/06/2021,976.2,972.1,60,24,40.2,28.5,0,C,W,0,2,1
20/06/2021,977,973.9,65,40,40.5,26.8,0,SE,SE,4,2,1
21/06/2021,978.7,975.7,50,32,38,26.5,0,C,NW,0,4,1
22/06/2021,977.8,974.8,52,29,38.5,27.4,0,C,S,0,4,1
23/06/2021,977.5,974.2,50,27,40.5,29.3,0,C,C,0,0,1
24/06/2021,976.8,975.3,51,30,42.2,31.8,0,C,S,0,4,1
25/06/2021,976.7,972.2,60,33,37.5,28.6,0,S,SE,4,4,1
26/06/2021,979.1,977.2,64,42,40,25.2,0,C,C,0,0,1
27/06/2021,981.9,978.7,66,29,36,26,2.2,C,W,0,2,1
28/06/2021,979.6,976.6,50,26,39.5,30.2,0,NW,W,4,2,1
29/06/2021,976.8,973,42,23,41.7,31,0,W,S,4,4,1
30/06/2021,973,970.1,41,25,42.4,31.3,0,C,S,0,8,1
01/07/2021,970.3,968.8,49,38,43,32.8,0,SE,SW,2,4,1
02/07/2021,972.3,970.2,50,37,41.5,30.2,0,C,SW,0,4,1
03/07/2021,976.1,973.7,61,46,41.4,25.2,0,C,C,0,0,1
04/07/2021,979.1,974.6,57,36,38.6,28.2,0,S,W,4,4,1
05/07/2021,978.5,976.4,52,60,39.7,27.5,0,E,E,6,8,1
06/07/2021,977.2,973.7,58,32,40.5,31.4,0,C,SW,0,2,1
07/07/2021,975.3,972.6,49,28,40.5,32,0,C,SW,0,4,1
08/07/2021,974.9,971.4,78,38,42.3,27.4,6,C,SW,0,2,1
09/07/2021,976.1,973.7,59,50,40.5,29.2,0,E,SE,4,4,1
10/07/2021,976.3,974,67,62,37.5,30.3,0,C,C,0,0,1
11/07/2021,976.9,974.7,67,70,36.8,30.3,0,C,NE,0,4,1
12/07/2021,978.7,977.7,75,77,36.3,29.2,0,SE,SE,6,4,1
13/07/2021,980.2,976.1,84,65,30.2,22.7,20.2,N,C,4,0,0
14/07/2021,980.1,975.9,78,52,34.2,25.8,0,C,C,0,0,1
15/07/2021,979.7,977.5,78,47,35.5,26.8,0.4,C,E,0,4,1
16/07/2021,981.5,977.2,69,49,36.3,29.6,0,C,C,0,0,1
17/07/2021,979.2,973.6,67,54,37.5,31.2,0,C,C,0,0,1
18/07/2021,972.9,969.6,68,54,38.5,32,0,C,SE,0,2,1
19/07/2021,972.3,971.3,79,67,39.2,29.2,0,SE,SE,4,4,1
20/07/2021,973.6,972.4,100,88,34.5,24.3,26.4,NE,C,2,0,1
21/07/2021,974.2,971.2,96,71,26.5,20,48.2,C,W,0,4,0
22/07/2021,973.1,969.8,85,62,29.5,23.2,0,C,C,0,0,0
23/07/2021,974.5,972.2,82,59,34.3,27.8,0,C,C,0,0,1
24/07/2021,975.5,975.5,73,58,34.8,28.5,0,C,C,0,0,1
25/07/2021,975.4,971.9,70,58,37,31.4,0,C,C,0,0,1
26/07/2021,973.3,971.1,73,79,37,31.4,5.6,C,C,0,0,1
27/07/2021,969.9,967.6,85,73,33,29.2,1.4,C,C,0,0,0
28/07/2021,969.7,971.1,78,84,33.5,28.3,0,C,SE,0,8,1
29/07/2021,972.6,971,96,69,32.2,24,12,C,C,0,0,0
30/07/2021,974.8,973.2,85,61,31.5,25.2,0,C,E,0,4,0
31/07/2021,975.7,974,78,88,33.5,27.6,0,C,NE,0,6,1
01/08/2021,974,970.7,85,78,33.5,26,60.4,C,C,0,0,1
02/08/2021,973.9,971.9,81,77,34.2,27,15.5,C,C,0,0,1
03/08/2021,976.2,972.6,82,74,34,27.4,1,C,C,0,0,1
04/08/2021,977,974,85,62,35.5,27.5,4,C,C,0,0,1
05/08/2021,975.9,972.9,79,58,34.5,27.7,0,C,SE,0,2,1
06/08/2021,975.7,974.8,96,67,36.3,22,36.4,C,C,0,0,1
07/08/2021,977.5,975.9,85,52,32.3,23.2,0,C,W,0,4,0
08/08/2021,979.1,976.6,82,69,36,28.5,0,C,NW,0,4,1
09/08/2021,980.8,976.8,76,54,35.3,25.3,1.2,N,C,10,0,1
10/08/2021,977.1,974.8,75,58,35,25.2,1.6,C,SW,0,4,1
11/08/2021,976.5,975.3,75,53,36.6,29,0,C,SW,0,2,1
12/08/2021,978.1,977,72,52,36.5,28.5,0,C,SW,0,4,1
13/08/2021,976.9,973.8,72,53,37,29.5,0,C,SW,0,4,1
14/08/2021,974.4,973.1,72,46,37.2,29.2,0,C,N,0,4,1
15/08/2021,975.5,975.8,69,61,37,28.8,0,SE,C,4,0,1
16/08/2021,979.9,978.5,72,60,34,27.2,2.2,C,SE,0,2,1
17/08/2021,980.7,977.7,75,46,36.6,29.6,0,C,W,0,4,1
18/08/2021,978.4,975.2,66,37,37.5,29,0,C,W,0,4,1
19/08/2021,976.8,974.2,64,50,38,29.5,0,C,SE,0,2,1
20/08/2021,977.4,977.3,67,87,38.5,29.8,0,C,S,0,6,1
21/08/2021,981.8,981,85,66,37.5,24.3,15.8,C,SE,0,2,1
22/08/2021,982.1,979.9,85,75,32.2,26.4,0,C,NE,0,4,0
23/08/2021,979.9,976.2,81,62,30.5,25.5,0,C,C,0,0,0
24/08/2021,976.7,974.4,75,53,36.2,27.7,0,C,C,0,0,1
25/08/2021,974.3,971.8,72,58,37.2,29.6,0,C,W,0,6,1
26/08/2021,972.7,972.4,72,50,37.7,28.7,0,C,W,0,4,1
27/08/2021,974.5,974.5,72,50,36.5,29.4,0,C,W,0,4,1
28/08/2021,976.9,974.7,71,52,37,27.5,0,C,NW,0,6,1
29/08/2021,977.5,976.3,79,57,36.2,28.4,0,C,N,0,4,1
30/08/2021,982.3,979.5,88,70,37,25.8,0,S,C,2,0,1
31/08/2021,985,981.5,96,56,34,22.4,6.8,C,N,0,4,1
01/09/2021,984.1,980.8,78,77,33.7,22.8,0,C,SE,0,4,1
02/09/2021,981.8,978.8,81,72,34.2,20.7,24,C,C,0,0,1
03/09/2021,979.5,977.6,81,77,33.5,25.5,0,C,C,0,0,1
04/09/2021,979.8,976.7,80,67,33.5,24.6,3.8,C,C,0,0,1
05/09/2021,979.3,977.3,85,59,34.8,26.3,0,C,C,0,0,1
06/09/2021,980.9,978.5,81,52,36.2,28.4,0,C,C,0,0,1
07/09/2021,981.5,978.8,72,73,36.5,28.8,0,C,SE,0,4,1
08/09/2021,981.8,978.7,78,81,35.3,27.3,0,SE,N,4,8,1
09/09/2021,980.2,977.4,78,84,32,26.4,0,C,C,0,0,0
10/09/2021,980.4,978.2,100,96,32.4,24,14.6,N,N,6,4,0
11/09/2021,981.3,979.5,100,92,25.8,22.6,95.9,C,N,0,4,0
12/09/2021,980.3,977.5,91,92,25.5,22,17,C,C,0,0,0
13/09/2021,979.5,976.4,92,75,26,22.5,5.6,C,C,0,0,0
14/09/2021,981.7,979,84,61,30.4,24.7,0,C,C,0,0,0
15/09/2021,983,978.8,81,62,33.5,26.4,0,C,W,0,4,1
16/09/2021,980.3,975.8,75,54,35.4,27.5,0,SW,W,2,4,1
17/09/2021,979.2,978.4,81,67,35.5,25,0,C,C,0,0,1
18/09/2021,982,979.2,77,65,33.2,25.4,0,C,C,0,0,1
19/09/2021,983.6,980.5,85,62,35.2,27,0,C,C,0,0,1
20/09/2021,982.8,978.9,74,62,35,27.6,0,C,C,0,0,1
21/09/2021,981.9,979.1,80,84,35.5,26,0,N,C,4,0,1
22/09/2021,980.8,978.9,80,71,30,24,13.2,C,C,0,0,0
23/09/2021,983.2,981.2,87,77,30.4,23.6,0,N,E,4,4,0
24/09/2021,985.2,981.5,84,61,29.8,23.4,0,C,C,0,0,0
25/09/2021,983.1,979.2,77,61,33,24.7,0,C,W,0,4,0
26/09/2021,982.6,980.2,81,58,34,26.4,0,C,C,0,0,1
27/09/2021,984.3,979.9,85,61,34.5,26,0,C,C,0,0,1
28/09/2021,983.8,981.3,81,61,35.3,27.5,0,C,C,0,0,1
29/09/2021,985.8,982.3,78,76,34.4,26.6,0,C,C,0,0,1
30/09/2021,986.1,982.9,78,75,35.4,26.5,2.4,C,C,0,0,1
01/10/2021,985.1,981.7,85,67,35,26.6,1.6,C,C,0,0,1
02/10/2021,983.6,981.3,100,72,33.3,21.5,46.2,C,W,0,2,1
03/10/2021,982,978.4,84,53,31.5,22.7,0,C,SW,0,2,0
04/10/2021,982,979.1,76,63,35,24,0,N,C,8,0,1
05/10/2021,984.3,982.7,80,58,34,24.3,0,C,C,0,0,1
06/10/2021,985.6,981.9,81,48,34,25.2,0,C,W,0,4,1
07/10/2021,982.6,979.9,77,53,34,24.8,0,C,C,0,0,1
08/10/2021,981.2,980.2,77,51,34.4,24.2,0,C,NW,0,2,1
09/10/2021,981.6,980.8,80,46,35.3,24,0,C,C,0,0,1
10/10/2021,982.4,978.7,80,51,35.8,25.2,0,C,SE,0,4,1
11/10/2021,980.2,979.4,71,44,34.8,22.4,0,C,SE,0,4,1
12/10/2021,980.8,980.9,76,46,33.5,23,0,C,C,0,0,1
13/10/2021,984.1,981.9,65,38,33,22.5,0,C,W,0,2,0
14/10/2021,984.6,981.4,71,34,32.8,21.4,0,C,C,0,0,0
15/10/2021,981.8,979.1,67,32,33.7,20.6,0,C,W,0,4,1
16/10/2021,981.8,980.6,63,40,35.1,20.7,0,C,C,0,0,1
17/10/2021,983,981.5,61,56,34,21,0,C,SE,0,4,1
18/10/2021,983,980.6,76,58,33,22.6,0,NW,C,4,0,0
19/10/2021,983.4,982.1,83,47,30.8,22.6,0,C,SW,0,2,0
20/10/2021,986.4,984.3,67,29,32.2,22.6,0,C,SW,0,4,0
21/10/2021,985.7,983.2,78,31,34.5,19.3,0,C,C,0,0,1
22/10/2021,984.3,982,58,44,34,19.5,0,C,SE,0,4,1
23/10/2021,983.9,985.4,63,72,32,20.7,0,SE,N,4,4,0
24/10/2021,989.6,990,80,66,27.6,16.8,12.3,C,N,0,4,0
25/10/2021,992,989.8,75,47,23,15,0,W,NW,2,2,0
26/10/2021,989.4,987.9,75,39,27,16.4,0,C,W,0,2,0
27/10/2021,992.6,989.3,75,40,27.3,15.8,0,C,NW,0,2,0
28/10/2021,991,990.3,66,38,28.5,15.4,0,C,C,0,0,0
29/10/2021,993.5,991.8,80,33,30,14.8,0,C,W,0,4,0
30/10/2021,993.3,990.2,65,45,30.5,16.8,0,W,C,4,0,0
31/10/2021,990.5,986.6,68,33,30,18,0,C,C,0,0,0
01/03/2022,991.4,990.7,75,39,23.2,12.3,0,C,C,0,0,0
02/03/2022,992.7,990.3,78,42,25,13.7,0,C,W,0,4,0
03/03/2022,991.4,991.2,79,71,25.5,14.7,0,W,C,4,0,0
04/03/2022,993.8,991.7,83,55,18.6,11.6,5.4,C,W,0,4,0
05/03/2022,990.9,988.9,78,43,23.8,12.7,0,C,W,0,2,0
06/03/2022,987.4,987.1,80,54,25.5,14.2,0,C,C,0,0,0
07/03/2022,991.2,990.6,65,43,26.3,15.7,0,N,NW,8,4,0
08/03/2022,991.1,988.8,66,44,26,16.2,0,C,N,0,4,0
09/03/2022,991,987.6,75,36,28.2,15.8,0,C,W,0,6,0
10/03/2022,989.6,986.9,63,38,29,16.5,0,C,W,0,6,0
11/03/2022,989.2,986.9,67,33,28,15.8,0,C,W,0,2,0
12/03/2022,987.2,985.8,64,48,29.5,17.6,0,C,W,0,4,0
13/03/2022,986.5,984.5,73,35,30.5,18,0,C,W,0,6,0
14/03/2022,986,983.9,74,42,32.3,18.7,0,C,C,0,0,0
15/03/2022,985.3,981.3,74,37,33.6,20.2,0,C,NW,0,4,1
16/03/2022,982.3,979.6,67,40,33.3,20.7,0,W,W,4,4,1
17/03/2022,981.6,980.5,51,37,35,21.4,0,C,C,0,0,1
18/03/2022,982.9,980.6,83,55,37,21.5,0,C,E,0,4,1
19/03/2022,982.3,979.2,76,45,33.3,21.5,0,NE,C,2,0,1
20/03/2022,980.6,979.1,79,39,34.2,22,0,C,C,0,0,1
21/03/2022,983.3,982.5,76,40,34.5,22.4,0,C,W,0,4,1
22/03/2022,983.7,981.8,60,30,34.5,22,0,C,SW,0,4,1
23/03/2022,982.8,979.8,64,36,34.2,19.7,0,C,SE,0,4,1
24/03/2022,982.2,980.2,64,24,34.3,21.2,0,N,N,4,4,1
25/03/2022,983.3,982.3,45,27,34.8,20.8,0,C,W,0,6,1
26/03/2022,984.9,981.7,33,27,33.7,20.2,0,W,W,4,6,1
27/03/2022,983.8,982.2,71,22,35.2,20,0,C,C,0,0,1
28/03/2022,983.4,981,60,29,36.3,20.8,0,C,C,0,0,1
29/03/2022,982.1,979.6,61,30,36.2,20.7,0,C,C,0,0,1
30/03/2022,981.4,980.2,55,29,37,20.7,0,C,C,0,0,1
31/03/2022,983.8,982,62,14,36.2,22.8,0,C,W,0,8,1
01/04/2022,982.2,980.6,29,12,36.2,20.2,0,W,W,2,4,1
02/04/2022,983.4,980.7,50,18,37,20,0,C,C,0,0,1
03/04/2022,983.1,981,44,27,37.2,20.6,0,C,N,0,4,1
04/04/2022,982.9,982.6,40,12,36.8,22.5,0,C,W,0,2,1
05/04/2022,986.2,984.8,54,17,37.6,21.6,0,C,W,0,4,1
06/04/2022,987.2,983.3,49,16,38.5,22,0,C,W,0,4,1
07/04/2022,985.5,982.5,55,14,39,22.8,0,C,W,0,6,1
08/04/2022,982.5,979.7,55,15,39.2,22,0,C,C,0,0,1
09/04/2022,981.5,978.9,50,17,40,23.8,0,C,C,0,0,1
10/04/2022,981.3,977.8,35,13,40.8,24,0,C,W,0,4,1
11/04/2022,979.2,976.3,40,15,41.2,23.5,0,C,C,0,0,1
12/04/2022,978.3,975.3,36,18,41.7,25.5,0,C,C,0,0,1
13/04/2022,978.8,976,45,16,40,26.2,0,C,C,0,0,1
14/04/2022,979.3,975.4,36,17,39,24.2,0,C,N,0,2,1
15/04/2022,979.8,976.9,36,19,38.3,22.8,0,N,C,4,0,1
16/04/2022,978.9,976.5,42,16,37,22.2,0,C,C,0,0,1
17/04/2022,980,978.2,45,18,38.2,22.6,0,C,C,0,0,1
18/04/2022,982.5,979.5,38,18,39.2,23.8,0,C,C,0,0,1
19/04/2022,984,981.1,36,19,40.5,28,0,N,C,4,0,1
20/04/2022,982.4,980,31,24,40.5,25,0,W,SW,4,2,1
21/04/2022,982.2,981.5,42,33,38.8,25.8,0,NW,NE,4,6,1
22/04/2022,985,982.2,47,24,36.5,22,0,N,C,4,0,1
23/04/2022,984.5,982.5,46,22,35.5,24.2,0,C,W,0,4,1
24/04/2022,983.1,979.4,31,19,36.8,23.2,0,C,NW,0,4,1
25/04/2022,980.6,978.2,40,23,38,25.2,0,C,C,0,0,1
26/04/2022,982,979.2,36,15,38.5,25.2,0,C,C,0,0,1
27/04/2022,980.6,977.6,32,18,39.5,24.5,0,C,SW,0,4,1
28/04/2022,979.9,977.8,39,18,41.3,25.8,0,C,SE,0,2,1
29/04/2022,981.8,977.7,27,14,42.2,26.9,0,N,W,6,4,1
30/04/2022,977.2,974,34,19,42.5,26.5,0,C,C,0,0,1
01/05/2022,977,972.9,32,27,42.2,27,0,N,C,4,0,1
02/05/2022,976.2,973.1,56,18,41.8,26.8,0,NE,C,4,0,1
03/05/2022,978.9,976.6,44,34,40.6,28.6,0,C,E,0,2,1
04/05/2022,980.9,980.3,46,31,37.5,26.5,0,C,NE,0,2,1
05/05/2022,983.5,979.5,45,20,37,24.2,0,C,W,0,4,1
06/05/2022,982.9,979.4,51,23,37.5,25,0,SE,W,6,4,1
07/05/2022,982.3,978.7,43,23,37.6,24,0,C,C,0,0,1
08/05/2022,979.4,975.3,43,23,40,25.4,0,C,C,0,0,1
09/05/2022,979.2,974.4,48,27,40.8,27,0,SE,C,4,0,1
10/05/2022,980,975.9,41,30,40.8,26.7,0,C,C,0,0,1
11/05/2022,978.2,974.1,47,21,40.5,28.3,0,C,SW,0,4,1
12/05/2022,976,971.5,52,18,42.5,28.5,0,C,C,0,0,1
13/05/2022,974.5,970.8,44,16,44,28,0,C,W,0,6,1
14/05/2022,972.6,971.3,29,12,43.5,29,0,C,SW,0,4,1
15/05/2022,974.2,972.1,30,17,45,27.3,0,C,S,0,4,1
16/05/2022,975,972.5,32,21,45.2,29.8,0,C,SW,0,8,1
17/05/2022,976.4,972.9,40,20,43.5,28.2,0,SE,C,4,0,1
18/05/2022,978.9,975.9,38,23,41.7,27.4,0,C,C,0,0,1
19/05/2022,978.5,973.2,33,21,41.4,27.8,0,C,W,0,4,1
20/05/2022,974.3,970.1,32,21,42.8,28,0,NW,SW,2,6,1
21/05/2022,972.9,969.3,39,19,42,27.2,0,C,W,0,6,1
22/05/2022,970.8,967.6,42,20,42,25.7,0,C,C,0,0,1
23/05/2022,971.3,973,49,36,41,24.5,0,SE,C,12,0,1
24/05/2022,981,980.5,61,42,34.2,21.6,6,NW,C,4,0,1
25/05/2022,982.8,978.7,55,29,31.8,22.2,0,C,S,0,2,0
26/05/2022,979.2,975.5,51,30,36.3,25,0,C,C,0,0,1
27/05/2022,976.1,972.1,39,23,38.2,28.2,0,C,S,0,4,1
28/05/2022,974.5,971.2,38,37,40.5,30.2,0,N,SE,8,4,1
29/05/2022,975.1,971.6,53,26,40.4,25.8,0.4,C,C,0,0,1
30/05/2022,975.9,975.2,40,39,40,28.4,0,W,NE,4,6,1
31/05/2022,977.1,973.7,40,19,36.8,26.3,0,C,C,0,0,1
01/06/2022,977.2,974,44,23,41.5,27,0,C,C,0,0,1
02/06/2022,976.7,975.4,37,19,42.5,28,0,C,NW,0,4,1
03/06/2022,975.3,973.6,31,20,42.2,27.8,0,C,W,0,4,1
04/06/2022,975.7,973.2,34,14,43.8,27.6,0,C,C,0,0,1
05/06/2022,975.3,972.9,35,19,43.5,27.5,0,C,C,0,0,1
06/06/2022,974.6,972.6,35,16,44.5,29.5,0,C,SW,0,6,1
07/06/2022,974.2,972.5,33,14,44.8,31.5,0,C,S,0,4,1
08/06/2022,975.4,970.6,36,18,44.2,31.8,0,C,SW,0,4,1
09/06/2022,972.8,969.7,36,18,44,29.6,0,C,W,0,6,1
10/06/2022,973.6,970.4,34,24,44,29.5,0,C,NW,0,2,1
11/06/2022,973.6,971.7,32,25,43,31,0,C,C,0,0,1
12/06/2022,975.9,972.3,33,28,42.4,29.2,0,C,C,0,0,1
13/06/2022,979,974.4,40,23,42,29.4,0,C,W,0,4,1
14/06/2022,976.5,973.5,52,23,42,30.5,0,SW,SW,8,4,1
15/06/2022,974.7,971,46,27,42.3,30.5,0,S,SW,4,4,1
16/06/2022,975.9,972.4,43,36,42.5,30.4,0,SE,SE,6,6,1
17/06/2022,976.5,974.8,83,46,40.5,22.6,16,NW,E,2,4,1
18/06/2022,977.7,977.2,70,62,34.5,22,40,C,NW,0,8,1
19/06/2022,977.3,975.5,62,48,31.8,22.5,0,C,SE,0,4,0
20/06/2022,975.1,972.3,49,42,34.2,24.8,0,C,C,0,0,1
21/06/2022,974.5,972.7,79,80,35.5,21.2,23.3,N,C,2,0,1
22/06/2022,980,980.1,79,50,28.5,21.5,9.4,C,C,0,0,0
23/06/2022,981.9,978.5,56,33,33.5,24,0,NW,W,8,4,1
24/06/2022,979.3,974.8,55,30,36,25.8,0,C,W,0,4,1
25/06/2022,975.4,973.2,52,25,38,26.5,0,C,S,0,4,1
26/06/2022,977,975.6,55,33,39.3,28.4,0,C,C,0,0,1
27/06/2022,978.7,974.8,64,45,39.2,30,0,C,SE,0,2,1
28/06/2022,975.2,970.1,56,35,39,31.6,0,C,W,0,2,1
29/06/2022,970.5,967.5,60,40,41.8,32.4,0,C,SE,0,4,1
30/06/2022,971.2,971.3,79,69,40.8,28.7,0,NE,SE,6,6,1
01/07/2022,976,973.5,84,72,33.8,25.7,0,E,SE,8,2,1
02/07/2022,975,970.6,78,57,30.5,25.5,3,C,C,0,0,0
03/07/2022,976.5,972.4,75,60,35.5,28.4,0,C,C,0,0,1
04/07/2022,975.9,971.2,76,55,35,28,0,NE,C,2,0,1
05/07/2022,975.4,971.7,67,86,37,30,0,C,C,0,0,1
06/07/2022,976.8,976.9,79,81,38,30,2,C,N,0,4,1
07/07/2022,981.5,975.8,75,49,33.2,25.4,4.4,C,C,0,0,1
08/07/2022,977.8,973.7,76,63,39,29.7,0,C,C,0,0,1
09/07/2022,973.6,971.9,70,75,38.2,31.4,0,C,NE,0,6,1
10/07/2022,976.4,974.6,71,64,35.5,26,1.4,C,E,0,4,1
11/07/2022,977.5,975.4,85,57,34.2,28.5,0,C,C,0,0,1
12/07/2022,975.8,972.7,73,57,35.5,29,0,C,C,0,0,1
13/07/2022,974.2,972,80,84,36.2,29.4,0,C,C,0,0,1
14/07/2022,974.2,973.2,78,100,35,25,18.4,C,E,0,2,1
15/07/2022,979.1,976.3,96,78,31,23.6,44,C,N,0,6,0
16/07/2022,977.8,974.6,75,46,29.5,24.6,7.4,C,C,0,0,0
17/07/2022,980,978.4,84,61,37.4,25.4,1.4,C,N,0,4,1
18/07/2022,979,974.9,75,55,33.7,26.7,0,C,C,0,0,1
19/07/2022,976.2,972.8,70,51,36.5,29.5,0,C,SW,0,4,1
20/07/2022,974.5,972.5,73,65,37.5,31,0,C,SE,0,2,1
21/07/2022,976.1,976.5,100,85,34,23,62,NE,C,6,0,1
22/07/2022,979.9,976.2,92,67,28.5,23.6,8.4,C,C,0,0,0
23/07/2022,978.9,976.5,89,85,34,25.7,0,C,N,0,2,1
24/07/2022,978.9,976.3,81,67,31.5,26,11.8,C,C,0,0,0
25/07/2022,980.2,978.7,78,67,34.8,27.5,0.6,SE,C,4,0,1
26/07/2022,982.5,978.7,82,65,33.6,27.2,0,C,C,0,0,1
27/07/2022,980.9,977.5,78,82,34,27.5,0,SE,N,4,4,1
28/07/2022,980.9,979.1,85,79,34.5,27.7,0,C,N,0,2,1
29/07/2022,979.6,977.8,92,92,32.2,27,0,C,C,0,0,0
30/07/2022,978.7,977.8,92,65,32,25.8,39.4,C,C,0,0,0
31/07/2022,975,972.8,96,82,34,26.2,4,C,SE,0,4,1
01/08/2022,977.4,975.2,84,64,31.5,24.2,10.8,C,W,0,4,0
02/08/2022,975.7,975.3,85,57,34,26.8,0,C,W,0,2,1
03/08/2022,977.3,976.5,79,72,35,29.3,0,C,S,0,2,1
04/08/2022,978.4,978.1,75,65,35.5,27,1,C,C,0,0,1
05/08/2022,978.7,975.5,89,85,35.2,28,0,C,C,0,0,1
06/08/2022,976.8,972.8,81,82,30.8,24.8,2,C,C,0,0,0
07/08/2022,975.5,974.2,85,89,31.2,26.4,28,C,SE,0,6,0
08/08/2022,976.8,974.8,89,57,33.2,26.8,47.6,C,C,0,0,1
09/08/2022,976.2,974.3,82,73,35.5,28.2,0,C,NE,0,4,1
10/08/2022,974.3,971.7,78,51,35.6,27,0,C,C,0,0,1
11/08/2022,976.1,976,79,81,37.5,29.4,0,S,SE,4,4,1
12/08/2022,977.7,973.8,71,48,32.2,27,0,C,NW,0,6,0
